,Date,ActiveCases,AL3_Siquijor_SC1 HSC 16.0%,S-AL3_Siquijor_SC1 HSC 16.0%,E-AL3_Siquijor_SC1 HSC 16.0%,IS-AL3_Siquijor_SC1 HSC 16.0%,IA-AL3_Siquijor_SC1 HSC 16.0%,R-AL3_Siquijor_SC1 HSC 16.0%,V1-AL3_Siquijor_SC1 HSC 16.0%,Ev1-AL3_Siquijor_SC1 HSC 16.0%,ISv1-AL3_Siquijor_SC1 HSC 16.0%,IAv1-AL3_Siquijor_SC1 HSC 16.0%,V2-AL3_Siquijor_SC1 HSC 16.0%,Ev2-AL3_Siquijor_SC1 HSC 16.0%,ISv2-AL3_Siquijor_SC1 HSC 16.0%,IAv2-AL3_Siquijor_SC1 HSC 16.0%
157,2021-12-05,,170.2592,63106.6387,62.6982,58.5944,5.4528,4040.0595,5316.9486,4.3827,4.0424,0.5374,27598.6488,10.9328,9.4549,2.328
158,2021-12-06,,166.2688,62918.608,60.9728,57.0206,5.3044,4060.8796,5315.9764,4.2738,3.9445,0.5242,27774.5597,10.7335,9.2916,2.2865
159,2021-12-07,,162.3488,62730.8862,59.2873,55.4818,5.1594,4081.1948,5315.0236,4.1671,3.8486,0.5113,27950.5013,10.5361,9.1295,2.2454
160,2021-12-08,,158.4987,62543.466,57.6409,53.9776,5.0177,4101.0146,5314.0897,4.0626,3.7545,0.4986,28126.4731,10.3406,8.9687,2.2047
161,2021-12-09,,154.7184,62356.3404,56.0331,52.5073,4.8792,4120.3482,5313.1745,3.9602,3.6623,0.4862,28302.4748,10.1471,8.8092,2.1643
162,2021-12-10,,151.0073,62169.5024,54.4632,51.0705,4.744,4139.205,5312.2774,3.86,3.5719,0.474,28478.5059,9.9556,8.6511,2.1243
163,2021-12-11,,147.3649,61982.945,52.9304,49.6667,4.6119,4157.594,5311.3982,3.7618,3.4833,0.4621,28654.5659,9.7661,8.4944,2.0848
164,2021-12-12,,143.7909,61796.6615,51.4343,48.2952,4.4829,4175.5244,5310.5363,3.6657,3.3965,0.4504,28830.6545,9.5786,8.3392,2.0456
165,2021-12-13,,140.2847,61610.6453,49.974,46.9555,4.357,4193.0052,5309.6915,3.5716,3.3115,0.439,29006.7712,9.3932,8.1854,2.0068
166,2021-12-14,,136.8456,61424.8899,48.5491,45.6472,4.2341,4210.0453,5308.8634,3.4795,3.2282,0.4278,29182.9155,9.2099,8.0332,1.9685
167,2021-12-15,,133.4732,61239.389,47.1588,44.3697,4.1141,4226.6535,5308.0515,3.3894,3.1466,0.4169,29359.087,9.0287,7.8825,1.9305
168,2021-12-16,,130.1667,61054.1362,45.8025,43.1224,3.997,4242.8386,5307.2555,3.3012,3.0667,0.4062,29535.2852,8.8497,7.7333,1.893
169,2021-12-17,,126.9256,60869.1256,44.4796,41.9048,3.8827,4258.609,5306.4751,3.215,2.9885,0.3957,29711.5097,8.6729,7.5858,1.8559
170,2021-12-18,,123.749,60684.3511,43.1894,40.7165,3.7713,4273.9735,5305.71,3.1306,2.9119,0.3854,29887.7601,8.4982,7.4398,1.8193
171,2021-12-19,,120.6364,60499.8067,41.9313,39.5568,3.6626,4288.9403,5304.9597,3.0481,2.837,0.3754,30064.0358,8.3258,7.2955,1.7831
172,2021-12-20,,117.587,60315.4869,40.7048,38.4253,3.5565,4303.5178,5304.2239,2.9674,2.7636,0.3655,30240.3364,8.1556,7.1528,1.7473
173,2021-12-21,,114.6001,60131.3858,39.5091,37.3214,3.4531,4317.7141,5303.5023,2.8885,2.6919,0.3559,30416.6615,7.9876,7.0118,1.712
174,2021-12-22,,111.6749,59947.4981,38.3438,36.2447,3.3523,4331.5374,5302.7946,2.8113,2.6217,0.3465,30593.0106,7.8218,6.8725,1.6772
175,2021-12-23,,108.8106,59763.8182,37.2081,35.1945,3.254,4344.9957,5302.1005,2.7359,2.553,0.3373,30769.3832,7.6583,6.7349,1.6427
176,2021-12-24,,106.0065,59580.3409,36.1016,34.1705,3.1582,4358.0968,5301.4196,2.6622,2.4858,0.3283,30945.7788,7.4971,6.599,1.6088
177,2021-12-25,,103.2617,59397.0611,35.0235,33.1722,3.0648,4370.8484,5300.7515,2.5902,2.4201,0.3196,31122.1971,7.3381,6.4648,1.5753
178,2021-12-26,,100.5756,59213.9735,33.9734,32.1989,2.9738,4383.2582,5300.0962,2.5199,2.3558,0.311,31298.6376,7.1815,6.3324,1.5423
179,2021-12-27,,97.9471,59031.0734,32.9507,31.2503,2.8852,4395.3337,5299.4531,2.4511,2.293,0.3026,31475.0997,7.027,6.2017,1.5097
