,Date,ActiveCases,AL4_Negros oriental_SC2 HSC 16.0%,S-AL4_Negros oriental_SC2 HSC 16.0%,E-AL4_Negros oriental_SC2 HSC 16.0%,IS-AL4_Negros oriental_SC2 HSC 16.0%,IA-AL4_Negros oriental_SC2 HSC 16.0%,R-AL4_Negros oriental_SC2 HSC 16.0%,V1-AL4_Negros oriental_SC2 HSC 16.0%,Ev1-AL4_Negros oriental_SC2 HSC 16.0%,ISv1-AL4_Negros oriental_SC2 HSC 16.0%,IAv1-AL4_Negros oriental_SC2 HSC 16.0%,V2-AL4_Negros oriental_SC2 HSC 16.0%,Ev2-AL4_Negros oriental_SC2 HSC 16.0%,ISv2-AL4_Negros oriental_SC2 HSC 16.0%,IAv2-AL4_Negros oriental_SC2 HSC 16.0%
154,2021-12-02,,396.2188,845439.2886,161.7141,146.7732,13.8836,21915.9798,76452.1262,11.9456,10.5426,1.4347,461203.9012,33.8507,27.1986,6.9789
155,2021-12-03,,389.6326,840417.341,158.0537,143.64,13.5777,21965.4894,76446.8649,11.7415,10.3743,1.411,466196.3557,33.6543,27.0914,6.9445
156,2021-12-04,,383.0993,835396.2823,154.4358,140.5373,13.2752,22014.1314,76441.6438,11.5382,10.2065,1.3873,471188.6591,33.4472,26.9751,6.9077
157,2021-12-05,,376.6176,830376.103,150.8613,137.4659,12.976,22061.9122,76436.4625,11.3359,10.0391,1.3638,476180.8132,33.2298,26.8499,6.8687
158,2021-12-06,,370.1868,825356.7935,147.3309,134.4267,12.6802,22108.8382,76431.3207,11.1346,9.8722,1.3403,481172.8197,33.0022,26.7159,6.8275
159,2021-12-07,,363.8061,820338.3442,143.8453,131.4206,12.388,22154.9159,76426.2183,10.9343,9.7059,1.3169,486164.6804,32.7648,26.5732,6.7842
160,2021-12-08,,357.4751,815320.7453,140.4053,128.4482,12.0993,22200.1519,76421.1548,10.7352,9.5403,1.2937,491156.3968,32.5179,26.422,6.7387
161,2021-12-09,,351.1934,810303.9869,137.0114,125.5105,11.8142,22244.5527,76416.1301,10.5374,9.3754,1.2706,496147.9707,32.2617,26.2626,6.6913
162,2021-12-10,,344.9612,805288.0592,133.6643,122.6079,11.5329,22288.1249,76411.1437,10.3408,9.2112,1.2476,501139.4034,31.9967,26.0951,6.6419
163,2021-12-11,,338.7783,800272.9522,130.3645,119.7412,11.2553,22330.8752,76406.1954,10.1455,9.0479,1.2247,506130.6964,31.7231,25.9197,6.5906
164,2021-12-12,,332.6451,795258.6558,127.1124,116.911,10.9814,22372.8103,76401.2848,9.9517,8.8855,1.202,511121.8511,31.4413,25.7367,6.5375
165,2021-12-13,,326.5618,790245.1601,123.9085,114.1178,10.7114,22413.9372,76396.4115,9.7593,8.724,1.1795,516112.8687,31.1515,25.5462,6.4826
166,2021-12-14,,320.5288,785232.4548,120.7533,111.3621,10.4453,22454.2628,76391.5753,9.5684,8.5635,1.1571,521103.7506,30.8541,25.3485,6.426
167,2021-12-15,,314.5467,780220.5298,117.647,108.6445,10.1831,22493.7941,76386.7757,9.3792,8.404,1.1348,526094.4978,30.5494,25.1438,6.3678
168,2021-12-16,,308.616,775209.3751,114.5899,105.9652,9.9249,22532.5384,76382.0123,9.1915,8.2456,1.1128,531085.1115,30.2378,24.9324,6.3079
169,2021-12-17,,302.7374,770198.9803,111.5823,103.3248,9.6706,22570.503,76377.2849,9.0056,8.0884,1.0909,536075.5928,29.9195,24.7145,6.2466
170,2021-12-18,,296.9115,765189.3354,108.6245,100.7236,9.4203,22607.6952,76372.5929,8.8213,7.9323,1.0692,541065.9425,29.5949,24.4904,6.1838
171,2021-12-19,,291.139,760180.4301,105.7166,98.1619,9.174,22644.1226,76367.936,8.6389,7.7775,1.0477,546056.1617,29.2644,24.2602,6.1197
172,2021-12-20,,285.4207,755172.2543,102.8588,95.6399,8.9318,22679.7927,76363.3138,8.4582,7.624,1.0264,551046.2511,28.9282,24.0243,6.0542
173,2021-12-21,,279.7574,750164.7978,100.0512,93.158,8.6936,22714.7135,76358.7259,8.2794,7.4718,1.0052,556036.2115,28.5867,23.7829,5.9875
174,2021-12-22,,274.1498,745158.0505,97.2937,90.7163,8.4595,22748.8926,76354.1718,8.1026,7.3209,0.9843,561026.0437,28.2401,23.5362,5.9196
175,2021-12-23,,268.5987,740152.0023,94.5866,88.315,8.2295,22782.3382,76349.6512,7.9277,7.1715,0.9637,566015.7482,27.8889,23.2845,5.8506
176,2021-12-24,,263.105,735146.643,91.9297,85.9542,8.0036,22815.0582,76345.1635,7.7547,7.0235,0.9432,571005.3257,27.5333,23.0281,5.7806
177,2021-12-25,,257.6693,730141.9628,89.3229,83.6341,7.7818,22847.0609,76340.7084,7.5838,6.877,0.9229,575994.7768,27.1737,22.7672,5.7096
178,2021-12-26,,252.2924,725137.9515,86.7663,81.3548,7.564,22878.3546,76336.2855,7.4149,6.732,0.9029,580984.1018,26.8103,22.502,5.6376
179,2021-12-27,,246.9752,720134.5993,84.2597,79.1162,7.3504,22908.9476,76331.8942,7.2481,6.5885,0.8831,585973.3012,26.4436,22.2329,5.5648
