,Date,CumulativeSumAdmitted,AL3_Siquijor_SC3 HSC 16.0%,S-AL3_Siquijor_SC3 HSC 16.0%,E-AL3_Siquijor_SC3 HSC 16.0%,IS-AL3_Siquijor_SC3 HSC 16.0%,IA-AL3_Siquijor_SC3 HSC 16.0%,R-AL3_Siquijor_SC3 HSC 16.0%,V1-AL3_Siquijor_SC3 HSC 16.0%,Ev1-AL3_Siquijor_SC3 HSC 16.0%,ISv1-AL3_Siquijor_SC3 HSC 16.0%,IAv1-AL3_Siquijor_SC3 HSC 16.0%,V2-AL3_Siquijor_SC3 HSC 16.0%,Ev2-AL3_Siquijor_SC3 HSC 16.0%,ISv2-AL3_Siquijor_SC3 HSC 16.0%,IAv2-AL3_Siquijor_SC3 HSC 16.0%
156,2021-12-04,,6385.2786,45723.8832,985.0855,746.7566,77.6595,7866.6464,4876.3502,84.0658,60.4617,9.1226,37984.0309,304.5911,193.6234,56.29
157,2021-12-05,,6551.4701,44978.131,997.2144,759.39,78.8043,8073.0538,4857.1204,86.08,62.1494,9.3608,38445.5375,317.0298,202.4765,58.7275
158,2021-12-06,,6721.4229,44231.0779,1008.3468,771.4192,79.8781,8284.9646,4837.5281,88.0579,63.8265,9.5962,38904.378,329.613,211.5083,61.2039
159,2021-12-07,,6895.0598,43482.9786,1018.4327,782.7988,80.8764,8502.3464,4817.5866,89.9943,65.4889,9.8283,39360.5495,342.3171,220.7063,63.715
160,2021-12-08,,7072.2937,42734.0946,1027.4246,793.4844,81.795,8725.1542,4797.3102,91.8838,67.1327,10.0564,39814.0554,355.117,230.0568,66.2565
161,2021-12-09,,7253.0269,41984.6934,1035.2785,803.433,82.6298,8953.3304,4776.7141,93.7208,68.7537,10.28,40264.9056,367.9864,239.5449,68.8237
162,2021-12-10,,7437.1519,41235.0472,1041.9539,812.603,83.3768,9186.8041,4755.8148,95.5001,70.3477,10.4983,40713.1167,380.8976,249.1547,71.4116
163,2021-12-11,,7624.5511,40485.432,1047.4142,820.9551,84.0327,9425.4913,4734.6297,97.2164,71.9106,10.7109,41158.7121,393.8219,258.8691,74.015
164,2021-12-12,,7815.0968,39736.1267,1051.627,828.4517,84.594,9669.295,4713.177,98.8646,73.4381,10.9171,41601.7219,406.7294,268.67,76.6285
165,2021-12-13,,8008.6518,38987.4115,1054.5645,835.058,85.0577,9918.1046,4691.4759,100.4395,74.9259,11.1162,42042.1836,419.5895,278.5383,79.2463
166,2021-12-14,,8205.0697,38239.5668,1056.2036,840.7419,85.4211,10171.7966,4669.5465,101.9363,76.37,11.3078,42480.1412,432.3706,288.4539,81.8624
167,2021-12-15,,8404.1946,37492.8723,1056.5263,845.474,85.682,10430.2343,4647.4094,103.3505,77.7661,11.4912,42915.6462,445.0406,298.3957,84.4708
168,2021-12-16,,8605.8623,36747.6057,1055.5196,849.2284,85.8385,10693.268,4625.0862,104.6775,79.1102,11.6658,43348.7568,457.5667,308.342,87.0651
169,2021-12-17,,8809.9,36004.0413,1053.1759,851.9826,85.8889,10960.7353,4602.5988,105.9131,80.3984,11.8312,43779.5382,469.9159,318.2702,89.6389
170,2021-12-18,,9016.1274,35262.4489,1049.493,853.7174,85.8322,11232.4613,4579.9698,107.0536,81.6269,11.9867,44208.0623,482.0551,328.1571,92.1856
171,2021-12-19,,9224.3569,34523.0928,1044.4742,854.4177,85.6677,11508.2593,4557.2222,108.0952,82.7919,12.132,44634.4076,493.9512,337.9789,94.6988
172,2021-12-20,,9434.394,33786.2305,1038.1284,854.0723,85.3951,11787.9305,4534.3794,109.0348,83.8899,12.2666,45058.6593,505.5711,347.7115,97.1716
173,2021-12-21,,9646.0383,33052.1118,1030.4699,852.6738,85.0145,12071.2653,4511.4649,109.8694,84.9175,12.39,45480.9084,516.8823,357.3303,99.5974
174,2021-12-22,,9859.0843,32320.9775,1021.5183,850.2193,84.5266,12358.0432,4488.5027,110.5965,85.8718,12.5019,45901.2522,527.8527,366.8107,101.9697
175,2021-12-23,,10073.3212,31593.0587,1011.2987,846.7097,83.9325,12648.0339,4465.5166,111.214,86.7496,12.602,46319.7934,538.4508,376.1277,104.2817
176,2021-12-24,,10288.5349,30868.5757,999.8414,842.1503,83.2335,12940.9973,4442.5304,111.72,87.5485,12.6898,46736.6399,548.6464,385.2565,106.527
177,2021-12-25,,10504.5076,30147.7374,987.1815,836.5508,82.4317,13236.685,4419.568,112.1132,88.2659,12.7653,47151.9049,558.4099,394.1727,108.6994
178,2021-12-26,,10721.0192,29430.7403,973.3591,829.9246,81.5293,13534.8405,4396.653,112.3926,88.8998,12.828,47565.7057,567.7133,402.8517,110.7925
179,2021-12-27,,10937.848,28717.7679,958.4184,822.2896,80.5292,13835.2001,4373.8087,112.5578,89.4483,12.878,47978.1639,576.5297,411.2698,112.8004
